age,income_k,hours_week,education_years,state,gender,high_income
66,69.9,39,12,WA,M,1
33,35.68,14,12,CA,M,0
22,14.91,34,16,TX,F,0
20,44.73,43,12,CA,M,0
24,34.71,36,12,WA,M,0
45,62.48,34,20,TX,F,1
33,39.13,49,12,TX,F,0
58,21.86,31,16,CA,F,0
46,41.39,47,20,WA,M,1
28,27.62,27,12,FL,M,0
34,73.85,68,8,WA,M,1
34,57.07,38,12,NY,F,0
45,59.71,37,16,MA,M,1
61,58.04,51,18,FL,M,1
32,62.6,36,16,TX,F,1
51,67.0,55,10,FL,F,1
58,41.9,44,16,TX,F,0
68,28.7,39,18,TX,F,0
51,37.3,38,14,FL,F,0
23,49.32,52,18,TX,M,1
49,11.53,42,16,TX,F,0
56,67.14,44,16,NY,M,1
42,21.55,45,14,WA,M,0
58,58.99,41,12,WA,F,0
64,47.48,45,12,MA,F,0
34,54.28,39,14,MA,F,1
62,42.92,40,12,NY,M,0
48,53.26,29,18,MA,F,1
55,42.92,43,20,FL,F,1
32,41.66,23,16,CA,F,0
51,36.54,43,10,CA,F,0
26,72.89,37,12,CA,F,1
41,55.5,44,10,NY,M,0
47,53.14,30,16,NY,M,1
21,36.87,19,16,TX,M,0
61,46.48,36,18,CA,F,1
64,35.19,30,12,FL,F,0
25,42.63,22,18,MA,F,0
47,31.86,48,18,FL,M,0
47,73.84,56,12,MA,F,1
63,38.65,32,18,CA,F,0
63,36.87,39,12,CA,F,0
39,30.12,37,12,CA,M,0
49,38.43,33,14,NY,F,0
30,42.58,47,12,MA,M,0
47,49.26,50,14,NY,F,1
44,40.32,31,14,NY,M,0
58,25.99,40,14,WA,M,0
52,27.28,53,12,FL,M,0
20,60.19,47,14,FL,F,1
46,48.16,48,14,TX,F,0
32,59.73,54,14,NY,M,1
60,61.7,54,12,MA,M,1
22,52.27,50,8,WA,F,0
58,31.52,41,14,WA,F,0
25,52.84,36,12,FL,M,0
27,70.99,41,14,NY,F,1
46,43.29,35,16,TX,F,0
28,55.11,20,14,NY,F,0
56,49.79,37,14,CA,F,0
52,70.59,44,20,NY,M,1
61,39.83,34,16,CA,F,0
63,67.3,38,18,CA,F,1
43,44.37,38,16,TX,M,0
34,39.59,54,10,MA,M,0
51,51.65,36,10,FL,F,0
51,55.14,54,14,NY,F,1
43,78.67,13,12,CA,F,1
60,54.79,53,14,NY,F,1
68,52.9,53,12,MA,M,0
68,73.94,49,14,FL,M,1
31,59.02,20,16,MA,M,1
58,40.34,50,16,FL,F,1
21,70.34,39,14,WA,F,1
22,38.91,15,16,FL,F,0
68,40.26,53,12,TX,F,0
56,37.27,54,18,MA,M,1
68,35.96,21,10,CA,M,0
36,55.0,42,20,WA,F,1
68,46.13,54,16,TX,M,1
21,10.0,52,12,NY,F,0
21,45.98,48,12,MA,F,0
47,42.23,14,14,CA,M,0
42,63.39,47,12,FL,F,1
56,41.55,38,12,CA,F,0
51,88.09,50,14,NY,M,1
52,70.95,43,14,WA,F,1
20,44.15,40,16,WA,F,0
38,67.24,46,18,MA,M,1
21,57.88,38,14,WA,F,1
63,53.5,40,14,MA,M,1
45,62.04,34,10,MA,F,0
51,50.81,24,16,MA,M,0
25,53.61,46,12,FL,M,0
51,62.35,32,20,TX,M,1
23,80.79,38,16,MA,F,1
30,53.77,43,14,MA,M,1
36,43.19,19,10,TX,M,0
57,19.56,21,18,CA,M,0
43,79.42,37,16,MA,M,1
24,46.05,45,12,FL,M,0
53,58.02,47,12,WA,F,1
25,78.59,24,16,WA,F,1
41,53.41,46,12,NY,F,0
30,47.08,38,18,NY,F,1
67,71.3,31,12,WA,F,1
35,56.91,34,10,WA,F,0
52,58.79,48,16,FL,F,1
28,27.15,43,12,TX,M,0
25,68.09,41,14,NY,F,1
35,55.63,42,10,TX,M,0
48,29.43,49,8,FL,M,0
22,57.28,39,14,WA,F,1
39,19.06,41,14,MA,M,0
55,85.13,51,14,TX,M,1
38,33.47,37,16,WA,M,0
45,74.18,46,14,WA,M,1
22,37.81,35,12,CA,F,0
38,58.4,36,12,TX,F,0
39,36.32,39,18,MA,F,0
51,64.96,45,16,TX,F,1
26,46.47,52,14,WA,F,0
60,57.02,41,12,MA,F,0
52,50.23,25,12,FL,F,0
59,29.52,46,16,CA,F,0
58,57.56,65,18,WA,F,1
37,42.45,41,16,NY,F,0
59,65.68,23,16,NY,M,1
20,46.46,42,16,CA,F,1
30,48.85,40,10,FL,M,0
47,75.24,39,12,WA,M,1
44,85.72,49,12,TX,M,1
69,61.79,54,12,CA,M,1
42,45.69,47,18,FL,F,1
50,44.38,39,14,TX,M,0
49,37.72,51,14,NY,F,0
61,40.62,25,12,NY,F,0
54,45.9,33,12,TX,M,0
26,79.46,34,12,CA,F,1
35,47.04,40,12,NY,M,0
45,31.61,45,14,WA,M,0
67,50.62,38,12,MA,F,0
68,52.67,31,14,TX,F,0
21,50.53,50,10,TX,M,0
20,62.0,38,10,NY,F,0
67,51.04,41,12,CA,F,0
31,61.53,46,14,WA,F,1
24,38.29,40,16,CA,M,0
56,76.71,40,12,FL,M,1
51,53.79,50,12,FL,F,0
28,56.0,42,16,MA,F,1
60,38.23,49,8,NY,F,0
54,57.08,45,12,NY,F,0
38,59.77,60,16,NY,F,1
67,32.45,44,14,MA,M,0
35,25.11,46,12,FL,F,0
22,54.4,51,18,CA,M,1
39,42.67,41,16,MA,F,0
43,53.9,34,12,MA,M,0
52,30.63,35,14,CA,F,0
43,26.59,35,14,NY,M,0
30,53.1,30,12,WA,F,0
68,44.75,43,12,CA,M,0
27,18.34,34,12,FL,M,0
55,70.15,42,14,TX,M,1
57,30.39,38,12,TX,M,0
59,88.6,40,16,MA,M,1
39,40.64,46,16,TX,M,0
54,56.02,35,10,WA,F,0
67,74.7,46,14,NY,M,1
44,72.19,56,12,FL,F,1
54,79.79,43,14,WA,F,1
44,27.15,32,16,FL,F,0
48,32.96,34,12,FL,F,0
37,53.39,38,14,NY,F,0
65,62.6,34,12,MA,M,0
37,49.83,30,10,TX,M,0
21,25.43,42,12,NY,M,0
54,57.45,38,12,WA,F,0
35,47.09,42,20,MA,M,1
60,46.91,52,12,WA,M,0
55,15.83,38,12,MA,M,0
52,61.96,28,14,WA,M,1
23,52.18,36,10,NY,M,0
52,76.93,48,20,MA,F,1
33,48.88,47,14,MA,M,0
40,58.5,45,16,FL,F,1
67,62.48,34,12,FL,F,0
39,23.81,48,12,CA,F,0
27,89.25,50,12,WA,F,1
26,43.54,33,16,FL,F,0
22,57.42,40,8,CA,M,0
36,59.61,60,12,FL,M,1
52,37.78,33,20,WA,M,1
67,77.7,23,14,MA,F,1
31,53.99,54,12,TX,M,1
41,46.8,51,10,WA,M,0
41,52.08,35,20,NY,F,1
65,61.46,39,8,FL,F,0
49,50.16,28,16,FL,F,0
57,63.23,41,16,MA,F,1
57,24.73,52,12,NY,M,0
64,38.78,35,16,MA,F,0
27,17.92,49,10,NY,F,0
46,79.96,45,12,TX,M,1
46,79.76,46,16,FL,M,1
53,59.4,35,18,FL,F,1
40,34.81,36,14,TX,M,0
49,85.85,22,14,CA,F,1
52,40.93,34,12,MA,F,0
47,46.8,52,10,TX,M,0
66,52.39,31,10,MA,M,0
52,56.77,32,12,WA,F,0
24,59.66,46,12,FL,F,1
67,60.26,44,12,MA,F,1
38,47.83,47,12,NY,M,0
23,60.02,28,12,MA,F,0
54,47.16,66,14,WA,F,1
68,58.69,28,16,FL,F,1
36,57.46,42,12,TX,F,0
63,61.44,38,18,WA,F,1
47,59.57,28,18,FL,M,1
49,43.36,36,12,MA,F,0
48,56.88,40,16,CA,F,1
65,59.8,34,14,CA,F,1
25,30.63,49,14,NY,F,0
54,45.89,38,12,FL,M,0
60,59.12,27,14,CA,M,1
56,75.64,26,12,TX,M,1
43,62.37,46,14,FL,F,1
48,76.59,25,14,TX,F,1
68,44.02,43,16,TX,M,1
65,53.75,44,14,CA,M,1
50,62.09,30,16,FL,M,1
54,15.1,49,10,MA,F,0
52,72.66,23,12,WA,F,1
40,22.09,43,16,CA,M,0
51,64.95,40,12,CA,M,1
42,60.3,39,8,MA,M,0
52,14.91,28,12,FL,F,0
22,15.66,31,12,FL,F,0
37,71.49,56,20,TX,F,1
44,68.22,52,14,MA,M,1
61,36.79,47,18,MA,M,1
50,36.77,49,14,FL,F,0
22,57.69,48,14,TX,M,1
59,49.81,37,12,CA,F,0
65,65.82,40,14,NY,M,1
43,57.19,25,10,WA,M,0
69,73.75,39,18,CA,M,1
51,64.55,52,16,FL,M,1
66,60.81,33,12,WA,F,0
41,44.72,50,20,NY,M,1
42,43.62,41,16,NY,F,0
21,49.22,26,16,TX,F,0
46,77.61,29,10,WA,F,1
61,43.91,49,14,TX,M,0
21,53.91,46,14,CA,F,1
45,16.33,41,12,MA,F,0
36,60.14,37,10,MA,F,0
59,83.86,42,16,MA,M,1
52,36.0,49,10,WA,M,0
28,97.62,55,14,MA,F,1
62,52.73,55,18,CA,M,1
